psi	rP1	rP2
99.684000	6275.724110	5068.832311
99.720000	6278.756892	5070.104132
99.756000	6281.790989	5071.377326
99.792000	6284.826399	5072.651895
99.828000	6287.863122	5073.927839
99.864000	6290.901158	5075.205158
99.900000	6293.940505	5076.483852
99.936000	6296.981164	5077.763922
99.972000	6300.023133	5079.045368
100.008000	6303.066411	5080.328191
100.044000	6306.110999	5081.612391
100.080000	6309.156895	5082.897968
100.116000	6312.204099	5084.184922
100.152000	6315.252609	5085.473254
100.188000	6318.302426	5086.762965
100.224000	6321.353548	5088.054055
100.260000	6324.405975	5089.346524
100.296000	6327.459707	5090.640372
100.332000	6330.514742	5091.935600
100.368000	6333.571079	5093.232208
100.404000	6336.628718	5094.530197
100.440000	6339.687659	5095.829567
100.476000	6342.747900	5097.130319
100.512000	6345.809441	5098.432452
100.548000	6348.872281	5099.735967
100.584000	6351.936419	5101.040865
100.620000	6355.001855	5102.347145
100.656000	6358.068588	5103.654809
100.692000	6361.136617	5104.963857
100.728000	6364.205941	5106.274289
100.764000	6367.276559	5107.586105
100.800000	6370.348472	5108.899306
100.836000	6373.421677	5110.213892
100.872000	6376.496174	5111.529863
100.908000	6379.571964	5112.847221
100.944000	6382.649043	5114.165965
100.980000	6385.727413	5115.486096
101.016000	6388.807072	5116.807614
101.052000	6391.888019	5118.130519
101.088000	6394.970253	5119.454812
101.124000	6398.053774	5120.780494
101.160000	6401.138582	5122.107564
101.196000	6404.224674	5123.436023
101.232000	6407.312051	5124.765872
101.268000	6410.400711	5126.097111
101.304000	6413.490654	5127.429740
101.340000	6416.581878	5128.763759
101.376000	6419.674384	5130.099170
101.412000	6422.768170	5131.435972
101.448000	6425.863235	5132.774166
101.484000	6428.959579	5134.113752
101.520000	6432.057200	5135.454731
101.556000	6435.156098	5136.797103
101.592000	6438.256272	5138.140868
101.628000	6441.357721	5139.486027
101.664000	6444.460445	5140.832580
101.700000	6447.564442	5142.180528
101.736000	6450.669711	5143.529871
101.772000	6453.776252	5144.880609
101.808000	6456.884064	5146.232744
101.844000	6459.993146	5147.586274
101.880000	6463.103497	5148.941201
101.916000	6466.215116	5150.297525
101.952000	6469.328002	5151.655247
101.988000	6472.442154	5153.014366
102.024000	6475.557572	5154.374884
102.060000	6478.674255	5155.736800
102.096000	6481.792201	5157.100116
102.132000	6484.911409	5158.464831
102.168000	6488.031880	5159.830946
102.204000	6491.153611	5161.198461
102.240000	6494.276603	5162.567377
102.276000	6497.400853	5163.937694
102.312000	6500.526362	5165.309413
102.348000	6503.653127	5166.682533
102.384000	6506.781149	5168.057056
102.420000	6509.910426	5169.432982
102.456000	6513.040957	5170.810311
102.492000	6516.172742	5172.189043
102.528000	6519.305779	5173.569180
102.564000	6522.440068	5174.950721
102.600000	6525.575606	5176.333667
102.636000	6528.712395	5177.718018
102.672000	6531.850432	5179.103775
102.708000	6534.989716	5180.490939
102.744000	6538.130247	5181.879508
102.780000	6541.272024	5183.269485
102.816000	6544.415045	5184.660869
102.852000	6547.559309	5186.053661
102.888000	6550.704817	5187.447861
102.924000	6553.851565	5188.843470
102.960000	6556.999555	5190.240488
102.996000	6560.148783	5191.638916
103.032000	6563.299251	5193.038753
103.068000	6566.450955	5194.440001
103.104000	6569.603896	5195.842659
103.140000	6572.758073	5197.246729
103.176000	6575.913484	5198.652211
103.212000	6579.070128	5200.059105
103.248000	6582.228005	5201.467411
103.284000	6585.387112	5202.877130
103.320000	6588.547450	5204.288263
103.356000	6591.709017	5205.700809
103.392000	6594.871812	5207.114770
103.428000	6598.035834	5208.530145
103.464000	6601.201082	5209.946936
103.500000	6604.367555	5211.365142
103.536000	6607.535251	5212.784764
103.572000	6610.704170	5214.205803
103.608000	6613.874311	5215.628258
103.644000	6617.045672	5217.052131
103.680000	6620.218252	5218.477421
103.716000	6623.392051	5219.904130
103.752000	6626.567066	5221.332258
103.788000	6629.743298	5222.761804
103.824000	6632.920745	5224.192770
103.860000	6636.099405	5225.625156
103.896000	6639.279278	5227.058963
103.932000	6642.460363	5228.494190
103.968000	6645.642658	5229.930839
104.004000	6648.826162	5231.368909
104.040000	6652.010874	5232.808402
104.076000	6655.196793	5234.249317
104.112000	6658.383918	5235.691656
104.148000	6661.572248	5237.135418
104.184000	6664.761781	5238.580604
104.220000	6667.952516	5240.027215
104.256000	6671.144452	5241.475250
104.292000	6674.337588	5242.924711
104.328000	6677.531923	5244.375597
104.364000	6680.727455	5245.827910
104.400000	6683.924184	5247.281650
104.436000	6687.122108	5248.736817
104.472000	6690.321226	5250.193411
104.508000	6693.521536	5251.651434
104.544000	6696.723038	5253.110885
104.580000	6699.925730	5254.571765
104.616000	6703.129612	5256.034075
104.652000	6706.334681	5257.497814
104.688000	6709.540936	5258.962984
104.724000	6712.748377	5260.429585
104.760000	6715.957002	5261.897618
104.796000	6719.166810	5263.367082
104.832000	6722.377800	5264.837978
104.868000	6725.589970	5266.310307
104.904000	6728.803319	5267.784069
104.940000	6732.017845	5269.259265
104.976000	6735.233549	5270.735895
105.012000	6738.450427	5272.213959
105.048000	6741.668480	5273.693459
105.084000	6744.887705	5275.174394
105.120000	6748.108101	5276.656765
105.156000	6751.329668	5278.140573
105.192000	6754.552403	5279.625817
105.228000	6757.776306	5281.112499
105.264000	6761.001375	5282.600619
105.300000	6764.227609	5284.090177
105.336000	6767.455006	5285.581174
105.372000	6770.683566	5287.073611
105.408000	6773.913286	5288.567487
105.444000	6777.144166	5290.062803
105.480000	6780.376204	5291.559560
105.516000	6783.609399	5293.057759
105.552000	6786.843749	5294.557399
105.588000	6790.079253	5296.058481
105.624000	6793.315911	5297.561006
105.660000	6796.553719	5299.064974
105.696000	6799.792678	5300.570386
105.732000	6803.032785	5302.077242
105.768000	6806.274039	5303.585542
105.804000	6809.516439	5305.095288
105.840000	6812.759984	5306.606479
105.876000	6816.004671	5308.119116
105.912000	6819.250501	5309.633200
105.948000	6822.497470	5311.148730
105.984000	6825.745578	5312.665709
106.020000	6828.994824	5314.184135
106.056000	6832.245205	5315.704010
106.092000	6835.496722	5317.225334
106.128000	6838.749371	5318.748107
106.164000	6842.003152	5320.272330
106.200000	6845.258063	5321.798004
106.236000	6848.514102	5323.325129
106.272000	6851.771269	5324.853705
106.308000	6855.029562	5326.383733
106.344000	6858.288979	5327.915214
106.380000	6861.549519	5329.448147
106.416000	6864.811181	5330.982535
106.452000	6868.073962	5332.518376
106.488000	6871.337862	5334.055671
106.524000	6874.602878	5335.594421
106.560000	6877.869010	5337.134627
106.596000	6881.136256	5338.676289
106.632000	6884.404615	5340.219408
106.668000	6887.674084	5341.763983
106.704000	6890.944662	5343.310016
106.740000	6894.216349	5344.857506
106.776000	6897.489141	5346.406456
106.812000	6900.763039	5347.956864
106.848000	6904.038039	5349.508732
106.884000	6907.314142	5351.062060
106.920000	6910.591344	5352.616848
106.956000	6913.869645	5354.173097
106.992000	6917.149043	5355.730808
107.028000	6920.429536	5357.289981
107.064000	6923.711123	5358.850617
107.100000	6926.993802	5360.412715
107.136000	6930.277572	5361.976278
107.172000	6933.562431	5363.541304
107.208000	6936.848377	5365.107795
107.244000	6940.135409	5366.675751
107.280000	6943.423526	5368.245173
107.316000	6946.712725	5369.816061
107.352000	6950.003005	5371.388416
107.388000	6953.294364	5372.962238
107.424000	6956.586801	5374.537528
107.460000	6959.880314	5376.114286
107.496000	6963.174902	5377.692513
107.532000	6966.470562	5379.272209
107.568000	6969.767294	5380.853375
107.604000	6973.065095	5382.436011
107.640000	6976.363963	5384.020119
107.676000	6979.663898	5385.605697
107.712000	6982.964897	5387.192748
107.748000	6986.266959	5388.781271
107.784000	6989.570082	5390.371268
107.820000	6992.874265	5391.962737
107.856000	6996.179505	5393.555681
107.892000	6999.485801	5395.150100
107.928000	7002.793151	5396.745993
107.964000	7006.101554	5398.343363
108.000000	7009.411007	5399.942208
108.036000	7012.721510	5401.542530
108.072000	7016.033060	5403.144330
108.108000	7019.345655	5404.747607
108.144000	7022.659295	5406.352363
108.180000	7025.973976	5407.958598
108.216000	7029.289698	5409.566312
108.252000	7032.606458	5411.175506
108.288000	7035.924255	5412.786181
108.324000	7039.243087	5414.398336
108.360000	7042.562952	5416.011974
108.396000	7045.883848	5417.627093
108.432000	7049.205774	5419.243695
108.468000	7052.528728	5420.861781
108.504000	7055.852708	5422.481350
108.540000	7059.177712	5424.102404
108.576000	7062.503739	5425.724942
108.612000	7065.830786	5427.348966
108.648000	7069.158851	5428.974476
108.684000	7072.487934	5430.601472
108.720000	7075.818032	5432.229956
108.756000	7079.149142	5433.859927
108.792000	7082.481264	5435.491386
108.828000	7085.814396	5437.124335
108.864000	7089.148535	5438.758772
108.900000	7092.483680	5440.394700
108.936000	7095.819828	5442.032117
108.972000	7099.156979	5443.671026
109.008000	7102.495129	5445.311426
109.044000	7105.834278	5446.953319
109.080000	7109.174423	5448.596704
109.116000	7112.515562	5450.241582
109.152000	7115.857694	5451.887954
109.188000	7119.200816	5453.535821
109.224000	7122.544927	5455.185182
109.260000	7125.890024	5456.836039
109.296000	7129.236106	5458.488392
109.332000	7132.583170	5460.142242
109.368000	7135.931216	5461.797588
109.404000	7139.280240	5463.454433
109.440000	7142.630241	5465.112776
109.476000	7145.981217	5466.772617
109.512000	7149.333166	5468.433958
109.548000	7152.686085	5470.096800
109.584000	7156.039974	5471.761141
109.620000	7159.394829	5473.426984
109.656000	7162.750650	5475.094329
109.692000	7166.107433	5476.763176
109.728000	7169.465177	5478.433526
109.764000	7172.823880	5480.105380
109.800000	7176.183540	5481.778737
109.836000	7179.544154	5483.453599
109.872000	7182.905721	5485.129967
109.908000	7186.268239	5486.807840
109.944000	7189.631706	5488.487220
109.980000	7192.996119	5490.168106
110.016000	7196.361477	5491.850500
110.052000	7199.727777	5493.534403
110.088000	7203.095017	5495.219814
110.124000	7206.463195	5496.906734
110.160000	7209.832310	5498.595164
110.196000	7213.202359	5500.285105
110.232000	7216.573340	5501.976557
110.268000	7219.945250	5503.669520
110.304000	7223.318088	5505.363996
110.340000	7226.691852	5507.059984
110.376000	7230.066539	5508.757486
110.412000	7233.442148	5510.456502
110.448000	7236.818675	5512.157033
110.484000	7240.196120	5513.859079
110.520000	7243.574480	5515.562640
110.556000	7246.953752	5517.267719
110.592000	7250.333934	5518.974314
110.628000	7253.715025	5520.682426
110.664000	7257.097023	5522.392057
110.700000	7260.479924	5524.103207
110.736000	7263.863726	5525.815876
110.772000	7267.248429	5527.530065
110.808000	7270.634028	5529.245775
110.844000	7274.020523	5530.963006
110.880000	7277.407911	5532.681759
110.916000	7280.796189	5534.402035
110.952000	7284.185356	5536.123833
110.988000	7287.575409	5537.847155
111.024000	7290.966345	5539.572001
111.060000	7294.358164	5541.298373
111.096000	7297.750862	5543.026269
111.132000	7301.144436	5544.755692
111.168000	7304.538886	5546.486641
111.204000	7307.934208	5548.219118
111.240000	7311.330401	5549.953123
111.276000	7314.727461	5551.688656
111.312000	7318.125387	5553.425719
111.348000	7321.524177	5555.164311
111.384000	7324.923827	5556.904434
111.420000	7328.324336	5558.646087
111.456000	7331.725701	5560.389273
111.492000	7335.127921	5562.133990
111.528000	7338.530992	5563.880241
111.564000	7341.934912	5565.628025
111.600000	7345.339679	5567.377343
111.636000	7348.745291	5569.128196
111.672000	7352.151745	5570.880584
111.708000	7355.559039	5572.634509
111.744000	7358.967170	5574.389970
111.780000	7362.376136	5576.146968
111.816000	7365.785935	5577.905504
111.852000	7369.196564	5579.665579
111.888000	7372.608021	5581.427192
111.924000	7376.020303	5583.190346
111.960000	7379.433408	5584.955040
111.996000	7382.847334	5586.721275
112.032000	7386.262077	5588.489052
112.068000	7389.677636	5590.258371
112.104000	7393.094009	5592.029233
112.140000	7396.511192	5593.801639
112.176000	7399.929183	5595.575589
112.212000	7403.347980	5597.351084
112.248000	7406.767580	5599.128124
112.284000	7410.187981	5600.906711
112.320000	7413.609180	5602.686844
112.356000	7417.031175	5604.468525
112.392000	7420.453963	5606.251754
112.428000	7423.877542	5608.036532
112.464000	7427.301909	5609.822859
112.500000	7430.727061	5611.610736
112.536000	7434.152997	5613.400164
112.572000	7437.579713	5615.191143
112.608000	7441.007207	5616.983674
112.644000	7444.435476	5618.777758
112.680000	7447.864519	5620.573395
112.716000	7451.294331	5622.370586
112.752000	7454.724911	5624.169332
112.788000	7458.156257	5625.969633
112.824000	7461.588364	5627.771490
112.860000	7465.021232	5629.574903
112.896000	7468.454857	5631.379874
112.932000	7471.889236	5633.186403
112.968000	7475.324367	5634.994490
113.004000	7478.760248	5636.804136
113.040000	7482.196875	5638.615342
113.076000	7485.634247	5640.428109
113.112000	7489.072359	5642.242437
113.148000	7492.511211	5644.058327
113.184000	7495.950798	5645.875779
113.220000	7499.391119	5647.694795
113.256000	7502.832171	5649.515374
113.292000	7506.273950	5651.337518
113.328000	7509.716455	5653.161228
113.364000	7513.159682	5654.986503
113.400000	7516.603629	5656.813344
113.436000	7520.048294	5658.641753
113.472000	7523.493672	5660.471730
113.508000	7526.939763	5662.303275
113.544000	7530.386562	5664.136390
113.580000	7533.834067	5665.971074
113.616000	7537.282275	5667.807329
113.652000	7540.731185	5669.645156
113.688000	7544.180792	5671.484554
113.724000	7547.631094	5673.325525
113.760000	7551.082088	5675.168070
113.796000	7554.533771	5677.012188
113.832000	7557.986142	5678.857881
113.868000	7561.439196	5680.705150
113.904000	7564.892931	5682.553994
113.940000	7568.347344	5684.404415
113.976000	7571.802432	5686.256414
114.012000	7575.258193	5688.109991
114.048000	7578.714624	5689.965147
114.084000	7582.171721	5691.821882
114.120000	7585.629482	5693.680197
114.156000	7589.087905	5695.540094
114.192000	7592.546985	5697.401572
114.228000	7596.006720	5699.264632
114.264000	7599.467108	5701.129275
114.300000	7602.928145	5702.995502
114.336000	7606.389829	5704.863313
114.372000	7609.852156	5706.732709
114.408000	7613.315124	5708.603692
114.444000	7616.778730	5710.476260
114.480000	7620.242970	5712.350416
114.516000	7623.707843	5714.226160
114.552000	7627.173344	5716.103492
114.588000	7630.639471	5717.982413
114.624000	7634.106220	5719.862925
114.660000	7637.573590	5721.745027
114.696000	7641.041577	5723.628721
114.732000	7644.510177	5725.514007
114.768000	7647.979389	5727.400885
114.804000	7651.449208	5729.289357
114.840000	7654.919633	5731.179424
114.876000	7658.390659	5733.071085
114.912000	7661.862284	5734.964342
114.948000	7665.334504	5736.859196
114.984000	7668.807318	5738.755647
115.020000	7672.280721	5740.653695
115.056000	7675.754710	5742.553342
115.092000	7679.229283	5744.454588
115.128000	7682.704437	5746.357435
115.164000	7686.180168	5748.261882
115.200000	7689.656473	5750.167930
115.236000	7693.133349	5752.075581
115.272000	7696.610793	5753.984834
115.308000	7700.088802	5755.895692
115.344000	7703.567373	5757.808153
115.380000	7707.046502	5759.722220
115.416000	7710.526187	5761.637892
115.452000	7714.006423	5763.555171
115.488000	7717.487210	5765.474057
115.524000	7720.968542	5767.394551
115.560000	7724.450416	5769.316654
115.596000	7727.932831	5771.240367
115.632000	7731.415781	5773.165689
115.668000	7734.899265	5775.092623
115.704000	7738.383279	5777.021168
115.740000	7741.867820	5778.951325
115.776000	7745.352884	5780.883096
115.812000	7748.838468	5782.816481
115.848000	7752.324569	5784.751480
115.884000	7755.811184	5786.688095
115.920000	7759.298310	5788.626326
115.956000	7762.785943	5790.566173
115.992000	7766.274079	5792.507638
116.028000	7769.762717	5794.450722
116.064000	7773.251852	5796.395425
116.100000	7776.741481	5798.341747
116.136000	7780.231600	5800.289691
116.172000	7783.722207	5802.239255
116.208000	7787.213299	5804.190442
116.244000	7790.704870	5806.143251
116.280000	7794.196920	5808.097684
116.316000	7797.689443	5810.053742
116.352000	7801.182438	5812.011425
116.388000	7804.675899	5813.970733
116.424000	7808.169825	5815.931668
116.460000	7811.664211	5817.894231
116.496000	7815.159054	5819.858422
116.532000	7818.654352	5821.824241
116.568000	7822.150099	5823.791691
116.604000	7825.646294	5825.760771
116.640000	7829.142932	5827.731482
116.676000	7832.640010	5829.703825
116.712000	7836.137525	5831.677801
116.748000	7839.635473	5833.653410
116.784000	7843.133851	5835.630654
116.820000	7846.632656	5837.609532
116.856000	7850.131883	5839.590047
116.892000	7853.631529	5841.572198
116.928000	7857.131592	5843.555987
116.964000	7860.632066	5845.541413
117.000000	7864.132950	5847.528479
117.036000	7867.634239	5849.517184
117.072000	7871.135929	5851.507530
117.108000	7874.638018	5853.499517
117.144000	7878.140502	5855.493147
117.180000	7881.643377	5857.488419
117.216000	7885.146640	5859.485334
117.252000	7888.650286	5861.483894
117.288000	7892.154313	5863.484100
117.324000	7895.658717	5865.485951
117.360000	7899.163495	5867.489449
117.396000	7902.668642	5869.494594
117.432000	7906.174155	5871.501388
117.468000	7909.680030	5873.509831
117.504000	7913.186265	5875.519924
117.540000	7916.692855	5877.531668
117.576000	7920.199796	5879.545063
117.612000	7923.707085	5881.560110
117.648000	7927.214719	5883.576811
117.684000	7930.722693	5885.595165
117.720000	7934.231004	5887.615175
117.756000	7937.739648	5889.636839
117.792000	7941.248622	5891.660160
117.828000	7944.757922	5893.685138
117.864000	7948.267544	5895.711774
117.900000	7951.777484	5897.740069
117.936000	7955.287739	5899.770023
117.972000	7958.798305	5901.801638
118.008000	7962.309179	5903.834913
118.044000	7965.820355	5905.869851
118.080000	7969.331832	5907.906451
118.116000	7972.843604	5909.944715
118.152000	7976.355669	5911.984643
118.188000	7979.868021	5914.026236
118.224000	7983.380659	5916.069496
118.260000	7986.893577	5918.114422
118.296000	7990.406772	5920.161016
118.332000	7993.920240	5922.209278
118.368000	7997.433978	5924.259210
118.404000	8000.947981	5926.310811
118.440000	8004.462246	5928.364084
118.476000	8007.976768	5930.419028
118.512000	8011.491545	5932.475645
118.548000	8015.006571	5934.533935
118.584000	8018.521843	5936.593899
118.620000	8022.037358	5938.655539
118.656000	8025.553111	5940.718854
118.692000	8029.069099	5942.783846
118.728000	8032.585317	5944.850516
118.764000	8036.101762	5946.918863
118.800000	8039.618429	5948.988890
118.836000	8043.135315	5951.060597
118.872000	8046.652416	5953.133985
118.908000	8050.169727	5955.209055
118.944000	8053.687246	5957.285807
118.980000	8057.204967	5959.364242
119.016000	8060.722888	5961.444362
119.052000	8064.241003	5963.526166
119.088000	8067.759309	5965.609657
119.124000	8071.277802	5967.694834
119.160000	8074.796477	5969.781699
119.196000	8078.315332	5971.870252
119.232000	8081.834361	5973.960495
119.268000	8085.353561	5976.052427
119.304000	8088.872928	5978.146051
119.340000	8092.392457	5980.241366
119.376000	8095.912145	5982.338374
119.412000	8099.431987	5984.437076
119.448000	8102.951980	5986.537472
119.484000	8106.472119	5988.639563
119.520000	8109.992400	5990.743350
119.556000	8113.512819	5992.848834
119.592000	8117.033372	5994.956016
119.628000	8120.554054	5997.064897
119.664000	8124.074863	5999.175477
119.700000	8127.595792	6001.287757
119.736000	8131.116839	6003.401739
119.772000	8134.638000	6005.517423
119.808000	8138.159269	6007.634810
119.844000	8141.680643	6009.753900
119.880000	8145.202117	6011.874696
119.916000	8148.723688	6013.997196
119.952000	8152.245351	6016.121404
119.988000	8155.767102	6018.247318
120.024000	8159.288937	6020.374941
120.060000	8162.810851	6022.504273
120.096000	8166.332840	6024.635315
120.132000	8169.854900	6026.768068
120.168000	8173.377027	6028.902532
120.204000	8176.899216	6031.038709
120.240000	8180.421463	6033.176599
120.276000	8183.943764	6035.316204
120.312000	8187.466114	6037.457524
120.348000	8190.988510	6039.600560
120.384000	8194.510947	6041.745313
120.420000	8198.033420	6043.891783
120.456000	8201.555925	6046.039973
120.492000	8205.078458	6048.189882
120.528000	8208.601015	6050.341512
120.564000	8212.123590	6052.494863
120.600000	8215.646181	6054.649936
120.636000	8219.168781	6056.806733
120.672000	8222.691388	6058.965254
120.708000	8226.213996	6061.125500
120.744000	8229.736601	6063.287471
120.780000	8233.259199	6065.451170
120.816000	8236.781786	6067.616596
120.852000	8240.304356	6069.783750
120.888000	8243.826905	6071.952635
120.924000	8247.349430	6074.123249
120.960000	8250.871924	6076.295595
120.996000	8254.394385	6078.469673
121.032000	8257.916808	6080.645484
121.068000	8261.439187	6082.823030
121.104000	8264.961519	6085.002310
121.140000	8268.483799	6087.183326
121.176000	8272.006022	6089.366079
121.212000	8275.528184	6091.550569
121.248000	8279.050281	6093.736798
121.284000	8282.572307	6095.924767
121.320000	8286.094259	6098.114475
121.356000	8289.616132	6100.305926
121.392000	8293.137920	6102.499118
121.428000	8296.659621	6104.694054
121.464000	8300.181228	6106.890733
121.500000	8303.702737	6109.089158
121.536000	8307.224145	6111.289329
121.572000	8310.745445	6113.491246
121.608000	8314.266634	6115.694912
121.644000	8317.787707	6117.900326
121.680000	8321.308659	6120.107489
121.716000	8324.829486	6122.316404
121.752000	8328.350182	6124.527069
121.788000	8331.870744	6126.739488
121.824000	8335.391166	6128.953659
121.860000	8338.911445	6131.169585
121.896000	8342.431574	6133.387266
121.932000	8345.951549	6135.606703
121.968000	8349.471367	6137.827898
122.004000	8352.991021	6140.050850
122.040000	8356.510508	6142.275562
122.076000	8360.029822	6144.502033
122.112000	8363.548959	6146.730266
122.148000	8367.067914	6148.960260
122.184000	8370.586682	6151.192017
122.220000	8374.105258	6153.425538
122.256000	8377.623638	6155.660823
122.292000	8381.141817	6157.897874
122.328000	8384.659790	6160.136692
122.364000	8388.177552	6162.377277
122.400000	8391.695098	6164.619630
122.436000	8395.212424	6166.863753
122.472000	8398.729524	6169.109647
122.508000	8402.246395	6171.357312
122.544000	8405.763030	6173.606749
122.580000	8409.279425	6175.857959
122.616000	8412.795576	6178.110944
122.652000	8416.311476	6180.365704
122.688000	8419.827123	6182.622240
122.724000	8423.342509	6184.880553
122.760000	8426.857631	6187.140645
122.796000	8430.372484	6189.402515
122.832000	8433.887062	6191.666165
122.868000	8437.401361	6193.931597
122.904000	8440.915376	6196.198810
122.940000	8444.429102	6198.467807
122.976000	8447.942533	6200.738587
123.012000	8451.455666	6203.011153
123.048000	8454.968494	6205.285504
123.084000	8458.481013	6207.561642
123.120000	8461.993218	6209.839568
123.156000	8465.505103	6212.119283
123.192000	8469.016665	6214.400787
123.228000	8472.527897	6216.684083
123.264000	8476.038794	6218.969170
123.300000	8479.549353	6221.256050
123.336000	8483.059567	6223.544723
123.372000	8486.569431	6225.835192
123.408000	8490.078941	6228.127456
123.444000	8493.588091	6230.421517
123.480000	8497.096876	6232.717376
123.516000	8500.605291	6235.015033
123.552000	8504.113331	6237.314490
123.588000	8507.620991	6239.615748
123.624000	8511.128266	6241.918808
123.660000	8514.635150	6244.223670
123.696000	8518.141639	6246.530336
123.732000	8521.647727	6248.838807
123.768000	8525.153408	6251.149084
123.804000	8528.658679	6253.461167
123.840000	8532.163533	6255.775058
123.876000	8535.667966	6258.090757
123.912000	8539.171972	6260.408267
123.948000	8542.675546	6262.727587
123.984000	8546.178682	6265.048719
124.020000	8549.681376	6267.371664
124.056000	8553.183623	6269.696423
124.092000	8556.685416	6272.022996
124.128000	8560.186751	6274.351386
124.164000	8563.687623	6276.681592
124.200000	8567.188025	6279.013616
124.236000	8570.687954	6281.347459
124.272000	8574.187403	6283.683122
124.308000	8577.686367	6286.020606
124.344000	8581.184842	6288.359912
124.380000	8584.682820	6290.701040
124.416000	8588.180299	6293.043993
124.452000	8591.677271	6295.388771
124.488000	8595.173731	6297.735375
124.524000	8598.669675	6300.083807
124.560000	8602.165096	6302.434066
124.596000	8605.659990	6304.786155
124.632000	8609.154351	6307.140073
124.668000	8612.648173	6309.495824
124.704000	8616.141452	6311.853406
124.740000	8619.634182	6314.212822
124.776000	8623.126356	6316.574072
124.812000	8626.617971	6318.937158
124.848000	8630.109020	6321.302080
124.884000	8633.599498	6323.668839
124.920000	8637.089399	6326.037438
124.956000	8640.578719	6328.407875
124.992000	8644.067451	6330.780154
125.028000	8647.555590	6333.154274
125.064000	8651.043130	6335.530237
125.100000	8654.530067	6337.908044
125.136000	8658.016394	6340.287696
125.172000	8661.502106	6342.669194
125.208000	8664.987197	6345.052539
125.244000	8668.471663	6347.437731
125.280000	8671.955496	6349.824773
125.316000	8675.438693	6352.213666
125.352000	8678.921246	6354.604409
125.388000	8682.403151	6356.997005
125.424000	8685.884402	6359.391454
125.460000	8689.364993	6361.787758
125.496000	8692.844919	6364.185917
125.532000	8696.324175	6366.585933
125.568000	8699.802753	6368.987806
125.604000	8703.280650	6371.391538
125.640000	8706.757858	6373.797131
125.676000	8710.234374	6376.204584
125.712000	8713.710190	6378.613899
125.748000	8717.185301	6381.025077
125.784000	8720.659702	6383.438119
125.820000	8724.133386	6385.853026
125.856000	8727.606349	6388.269800
125.892000	8731.078584	6390.688441
125.928000	8734.550086	6393.108951
125.964000	8738.020849	6395.531330
126.000000	8741.490867	6397.955580
126.036000	8744.960134	6400.381701
126.072000	8748.428645	6402.809696
126.108000	8751.896394	6405.239564
126.144000	8755.363375	6407.671308
126.180000	8758.829582	6410.104927
126.216000	8762.295011	6412.540424
126.252000	8765.759653	6414.977800
126.288000	8769.223505	6417.417054
126.324000	8772.686560	6419.858189
126.360000	8776.148812	6422.301206
126.396000	8779.610256	6424.746106
126.432000	8783.070885	6427.192889
126.468000	8786.530694	6429.641558
126.504000	8789.989677	6432.092112
126.540000	8793.447828	6434.544554
126.576000	8796.905141	6436.998884
126.612000	8800.361610	6439.455103
126.648000	8803.817230	6441.913213
126.684000	8807.271994	6444.373215
126.720000	8810.725896	6446.835109
126.756000	8814.178932	6449.298897
126.792000	8817.631093	6451.764581
126.828000	8821.082376	6454.232160
126.864000	8824.532773	6456.701637
126.900000	8827.982279	6459.173012
126.936000	8831.430888	6461.646286
126.972000	8834.878594	6464.121461
127.008000	8838.325391	6466.598538
127.044000	8841.771272	6469.077518
127.080000	8845.216233	6471.558402
127.116000	8848.660266	6474.041191
127.152000	8852.103366	6476.525887
127.188000	8855.545527	6479.012490
127.224000	8858.986742	6481.501001
127.260000	8862.427007	6483.991422
127.296000	8865.866313	6486.483754
127.332000	8869.304657	6488.977998
127.368000	8872.742031	6491.474156
127.404000	8876.178429	6493.972227
127.440000	8879.613846	6496.472214
127.476000	8883.048275	6498.974118
127.512000	8886.481710	6501.477939
127.548000	8889.914145	6503.983679
127.584000	8893.345574	6506.491340
127.620000	8896.775991	6509.000921
127.656000	8900.205389	6511.512425
127.692000	8903.633763	6514.025853
127.728000	8907.061106	6516.541205
127.764000	8910.487412	6519.058483
127.800000	8913.912675	6521.577688
127.836000	8917.336889	6524.098821
127.872000	8920.760047	6526.621884
127.908000	8924.182144	6529.146877
127.944000	8927.603173	6531.673801
127.980000	8931.023127	6534.202659
128.016000	8934.442002	6536.733451
128.052000	8937.859789	6539.266178
128.088000	8941.276485	6541.800841
128.124000	8944.692080	6544.337442
128.160000	8948.106571	6546.875981
128.196000	8951.519950	6549.416461
128.232000	8954.932211	6551.958881
128.268000	8958.343348	6554.503244
128.304000	8961.753355	6557.049551
128.340000	8965.162225	6559.597802
128.376000	8968.569952	6562.147998
128.412000	8971.976529	6564.700142
128.448000	8975.381951	6567.254234
128.484000	8978.786210	6569.810276
128.520000	8982.189302	6572.368268
128.556000	8985.591218	6574.928212
128.592000	8988.991953	6577.490109
128.628000	8992.391501	6580.053960
128.664000	8995.789855	6582.619766
128.700000	8999.187009	6585.187529
128.736000	9002.582956	6587.757250
128.772000	9005.977690	6590.328930
128.808000	9009.371204	6592.902570
128.844000	9012.763493	6595.478172
128.880000	9016.154549	6598.055736
128.916000	9019.544366	6600.635264
128.952000	9022.932939	6603.216757
128.988000	9026.320259	6605.800216
129.024000	9029.706322	6608.385643
129.060000	9033.091120	6610.973039
129.096000	9036.474647	6613.562404
129.132000	9039.856896	6616.153741
129.168000	9043.237861	6618.747050
129.204000	9046.617536	6621.342332
129.240000	9049.995914	6623.939590
