psi	rP1	rP2
197.856000	8124.427283	17979.700149
197.892000	8120.906463	17991.550981
197.928000	8117.385767	18003.411845
197.964000	8113.865201	18015.282748
198.000000	8110.344768	18027.163696
198.036000	8106.824473	18039.054696
198.072000	8103.304320	18050.955754
198.108000	8099.784313	18062.866876
198.144000	8096.264455	18074.788068
198.180000	8092.744752	18086.719336
198.216000	8089.225206	18098.660687
198.252000	8085.705823	18110.612127
198.288000	8082.186606	18122.573662
198.324000	8078.667560	18134.545299
198.360000	8075.148688	18146.527043
198.396000	8071.629994	18158.518900
198.432000	8068.111483	18170.520877
198.468000	8064.593158	18182.532979
198.504000	8061.075023	18194.555214
198.540000	8057.557083	18206.587586
198.576000	8054.039342	18218.630102
198.612000	8050.521803	18230.682768
198.648000	8047.004470	18242.745590
198.684000	8043.487348	18254.818574
198.720000	8039.970441	18266.901726
198.756000	8036.453751	18278.995052
198.792000	8032.937284	18291.098558
198.828000	8029.421043	18303.212250
198.864000	8025.905032	18315.336133
198.900000	8022.389256	18327.470214
198.936000	8018.873717	18339.614498
198.972000	8015.358420	18351.768992
199.008000	8011.843369	18363.933701
199.044000	8008.328567	18376.108631
199.080000	8004.814019	18388.293788
199.116000	8001.299728	18400.489178
199.152000	7997.785699	18412.694806
199.188000	7994.271935	18424.910678
199.224000	7990.758439	18437.136801
199.260000	7987.245217	18449.373179
199.296000	7983.732270	18461.619818
199.332000	7980.219605	18473.876725
199.368000	7976.707223	18486.143904
199.404000	7973.195130	18498.421362
199.440000	7969.683328	18510.709103
199.476000	7966.171822	18523.007135
199.512000	7962.660615	18535.315461
199.548000	7959.149711	18547.634088
199.584000	7955.639114	18559.963022
199.620000	7952.128828	18572.302268
199.656000	7948.618856	18584.651831
199.692000	7945.109202	18597.011717
199.728000	7941.599870	18609.381931
199.764000	7938.090863	18621.762480
199.800000	7934.582186	18634.153367
199.836000	7931.073841	18646.554600
199.872000	7927.565833	18658.966182
199.908000	7924.058165	18671.388120
199.944000	7920.550841	18683.820419
199.980000	7917.043865	18696.263083
200.016000	7913.537240	18708.716120
200.052000	7910.030970	18721.179533
200.088000	7906.525058	18733.653328
200.124000	7903.019508	18746.137510
200.160000	7899.514324	18758.632085
200.196000	7896.009510	18771.137058
200.232000	7892.505068	18783.652434
200.268000	7889.001003	18796.178217
200.304000	7885.497319	18808.714414
200.340000	7881.994017	18821.261029
200.376000	7878.491103	18833.818068
200.412000	7874.988580	18846.385535
200.448000	7871.486452	18858.963435
200.484000	7867.984721	18871.551774
200.520000	7864.483392	18884.150557
200.556000	7860.982467	18896.759788
200.592000	7857.481952	18909.379472
200.628000	7853.981848	18922.009616
200.664000	7850.482160	18934.650222
200.700000	7846.982890	18947.301296
200.736000	7843.484044	18959.962844
200.772000	7839.985623	18972.634870
200.808000	7836.487632	18985.317378
200.844000	7832.990073	18998.010374
200.880000	7829.492951	19010.713862
200.916000	7825.996269	19023.427847
200.952000	7822.500029	19036.152333
200.988000	7819.004237	19048.887326
201.024000	7815.508894	19061.632831
201.060000	7812.014005	19074.388850
201.096000	7808.519573	19087.155391
201.132000	7805.025602	19099.932456
201.168000	7801.532093	19112.720050
201.204000	7798.039052	19125.518179
201.240000	7794.546481	19138.326846
201.276000	7791.054384	19151.146056
201.312000	7787.562764	19163.975813
201.348000	7784.071625	19176.816122
201.384000	7780.580969	19189.666988
201.420000	7777.090801	19202.528414
201.456000	7773.601123	19215.400405
201.492000	7770.111938	19228.282965
201.528000	7766.623251	19241.176099
201.564000	7763.135064	19254.079811
201.600000	7759.647380	19266.994105
201.636000	7756.160204	19279.918985
201.672000	7752.673538	19292.854455
201.708000	7749.187385	19305.800521
201.744000	7745.701748	19318.757185
201.780000	7742.216632	19331.724451
201.816000	7738.732039	19344.702325
201.852000	7735.247972	19357.690810
201.888000	7731.764435	19370.689909
201.924000	7728.281431	19383.699627
201.960000	7724.798963	19396.719969
201.996000	7721.317034	19409.750937
202.032000	7717.835648	19422.792535
202.068000	7714.354807	19435.844769
202.104000	7710.874515	19448.907640
202.140000	7707.394775	19461.981154
202.176000	7703.915590	19475.065313
202.212000	7700.436963	19488.160123
202.248000	7696.958898	19501.265585
202.284000	7693.481397	19514.381705
202.320000	7690.004464	19527.508485
202.356000	7686.528101	19540.645929
202.392000	7683.052313	19553.794042
202.428000	7679.577102	19566.952825
202.464000	7676.102470	19580.122284
202.500000	7672.628422	19593.302421
202.536000	7669.154960	19606.493239
202.572000	7665.682088	19619.694743
202.608000	7662.209807	19632.906936
202.644000	7658.738123	19646.129820
202.680000	7655.267037	19659.363400
202.716000	7651.796552	19672.607678
202.752000	7648.326672	19685.862658
202.788000	7644.857399	19699.128343
202.824000	7641.388737	19712.404736
202.860000	7637.920689	19725.691841
202.896000	7634.453258	19738.989660
202.932000	7630.986446	19752.298197
202.968000	7627.520256	19765.617454
203.004000	7624.054692	19778.947434
203.040000	7620.589757	19792.288141
203.076000	7617.125453	19805.639578
203.112000	7613.661784	19819.001747
203.148000	7610.198752	19832.374651
203.184000	7606.736360	19845.758294
203.220000	7603.274612	19859.152677
203.256000	7599.813510	19872.557803
203.292000	7596.353057	19885.973676
203.328000	7592.893256	19899.400298
203.364000	7589.434110	19912.837672
203.400000	7585.975622	19926.285800
203.436000	7582.517795	19939.744685
203.472000	7579.060631	19953.214329
203.508000	7575.604133	19966.694735
203.544000	7572.148305	19980.185905
203.580000	7568.693149	19993.687842
203.616000	7565.238668	20007.200547
203.652000	7561.784865	20020.724025
203.688000	7558.331743	20034.258276
203.724000	7554.879304	20047.803303
203.760000	7551.427552	20061.359108
203.796000	7547.976488	20074.925694
203.832000	7544.526117	20088.503062
203.868000	7541.076440	20102.091214
203.904000	7537.627461	20115.690154
203.940000	7534.179182	20129.299882
203.976000	7530.731607	20142.920400
204.012000	7527.284737	20156.551712
204.048000	7523.838575	20170.193817
204.084000	7520.393125	20183.846720
204.120000	7516.948390	20197.510420
204.156000	7513.504371	20211.184920
204.192000	7510.061071	20224.870222
204.228000	7506.618494	20238.566327
204.264000	7503.176642	20252.273238
204.300000	7499.735517	20265.990954
204.336000	7496.295123	20279.719479
204.372000	7492.855462	20293.458814
204.408000	7489.416537	20307.208960
204.444000	7485.978350	20320.969918
204.480000	7482.540904	20334.741690
204.516000	7479.104202	20348.524278
204.552000	7475.668247	20362.317682
204.588000	7472.233040	20376.121904
204.624000	7468.798586	20389.936945
204.660000	7465.364885	20403.762806
204.696000	7461.931942	20417.599489
204.732000	7458.499758	20431.446994
204.768000	7455.068336	20445.305322
204.804000	7451.637679	20459.174475
204.840000	7448.207790	20473.054452
204.876000	7444.778670	20486.945256
204.912000	7441.350323	20500.846888
204.948000	7437.922752	20514.759346
204.984000	7434.495958	20528.682634
205.020000	7431.069944	20542.616751
205.056000	7427.644713	20556.561697
205.092000	7424.220267	20570.517474
205.128000	7420.796609	20584.484082
205.164000	7417.373742	20598.461522
205.200000	7413.951668	20612.449793
205.236000	7410.530389	20626.448897
205.272000	7407.109908	20640.458834
205.308000	7403.690227	20654.479604
205.344000	7400.271350	20668.511207
205.380000	7396.853278	20682.553644
205.416000	7393.436014	20696.606914
205.452000	7390.019560	20710.671018
205.488000	7386.603920	20724.745955
205.524000	7383.189094	20738.831727
205.560000	7379.775087	20752.928332
205.596000	7376.361899	20767.035771
205.632000	7372.949535	20781.154044
205.668000	7369.537995	20795.283150
205.704000	7366.127283	20809.423088
205.740000	7362.717401	20823.573860
205.776000	7359.308351	20837.735464
205.812000	7355.900137	20851.907899
205.848000	7352.492759	20866.091167
205.884000	7349.086221	20880.285265
205.920000	7345.680525	20894.490194
205.956000	7342.275673	20908.705952
205.992000	7338.871668	20922.932539
206.028000	7335.468511	20937.169955
206.064000	7332.066207	20951.418198
206.100000	7328.664756	20965.677268
206.136000	7325.264161	20979.947163
206.172000	7321.864424	20994.227883
206.208000	7318.465549	21008.519427
206.244000	7315.067536	21022.821794
206.280000	7311.670389	21037.134982
206.316000	7308.274110	21051.458990
206.352000	7304.878700	21065.793818
206.388000	7301.484163	21080.139463
206.424000	7298.090501	21094.495925
206.460000	7294.697715	21108.863201
206.496000	7291.305809	21123.241292
206.532000	7287.914783	21137.630194
206.568000	7284.524642	21152.029906
206.604000	7281.135387	21166.440427
206.640000	7277.747019	21180.861755
206.676000	7274.359542	21195.293889
206.712000	7270.972958	21209.736825
206.748000	7267.587269	21224.190563
206.784000	7264.202477	21238.655101
206.820000	7260.818584	21253.130436
206.856000	7257.435592	21267.616566
206.892000	7254.053504	21282.113490
206.928000	7250.672323	21296.621205
206.964000	7247.292049	21311.139708
207.000000	7243.912686	21325.668998
207.036000	7240.534235	21340.209072
207.072000	7237.156698	21354.759927
207.108000	7233.780079	21369.321562
207.144000	7230.404378	21383.893972
207.180000	7227.029599	21398.477157
207.216000	7223.655742	21413.071113
207.252000	7220.282811	21427.675837
207.288000	7216.910808	21442.291326
207.324000	7213.539734	21456.917579
207.360000	7210.169592	21471.554590
207.396000	7206.800384	21486.202358
207.432000	7203.432111	21500.860880
207.468000	7200.064777	21515.530152
207.504000	7196.698383	21530.210170
207.540000	7193.332931	21544.900933
207.576000	7189.968423	21559.602436
207.612000	7186.604862	21574.314675
207.648000	7183.242249	21589.037648
207.684000	7179.880586	21603.771351
207.720000	7176.519876	21618.515780
207.756000	7173.160121	21633.270931
207.792000	7169.801322	21648.036801
207.828000	7166.443482	21662.813386
207.864000	7163.086602	21677.600681
207.900000	7159.730686	21692.398683
207.936000	7156.375733	21707.207388
207.972000	7153.021748	21722.026792
208.008000	7149.668731	21736.856890
208.044000	7146.316685	21751.697678
208.080000	7142.965612	21766.549151
208.116000	7139.615513	21781.411306
208.152000	7136.266391	21796.284138
208.188000	7132.918248	21811.167642
208.224000	7129.571085	21826.061814
208.260000	7126.224904	21840.966649
208.296000	7122.879708	21855.882141
208.332000	7119.535499	21870.808287
208.368000	7116.192278	21885.745081
208.404000	7112.850047	21900.692519
208.440000	7109.508808	21915.650594
208.476000	7106.168564	21930.619302
208.512000	7102.829315	21945.598638
208.548000	7099.491065	21960.588597
208.584000	7096.153814	21975.589172
208.620000	7092.817565	21990.600359
208.656000	7089.482320	22005.622152
208.692000	7086.148080	22020.654545
208.728000	7082.814847	22035.697533
208.764000	7079.482624	22050.751109
208.800000	7076.151412	22065.815269
208.836000	7072.821213	22080.890005
208.872000	7069.492029	22095.975312
208.908000	7066.163861	22111.071184
208.944000	7062.836712	22126.177615
208.980000	7059.510584	22141.294598
209.016000	7056.185477	22156.422128
209.052000	7052.861395	22171.560196
209.088000	7049.538338	22186.708798
209.124000	7046.216309	22201.867926
209.160000	7042.895309	22217.037575
209.196000	7039.575341	22232.217736
209.232000	7036.256405	22247.408403
209.268000	7032.938505	22262.609570
209.304000	7029.621641	22277.821228
209.340000	7026.305815	22293.043372
209.376000	7022.991029	22308.275994
209.412000	7019.677286	22323.519087
209.448000	7016.364586	22338.772643
209.484000	7013.052931	22354.036655
209.520000	7009.742324	22369.311115
209.556000	7006.432765	22384.596016
209.592000	7003.124257	22399.891350
209.628000	6999.816801	22415.197109
209.664000	6996.510400	22430.513286
209.700000	6993.205054	22445.839872
209.736000	6989.900766	22461.176860
209.772000	6986.597536	22476.524240
209.808000	6983.295368	22491.882006
209.844000	6979.994263	22507.250149
209.880000	6976.694221	22522.628660
209.916000	6973.395246	22538.017530
209.952000	6970.097338	22553.416752
209.988000	6966.800499	22568.826316
210.024000	6963.504732	22584.246215
210.060000	6960.210037	22599.676438
210.096000	6956.916416	22615.116976
210.132000	6953.623871	22630.567822
210.168000	6950.332404	22646.028966
210.204000	6947.042016	22661.500398
210.240000	6943.752708	22676.982109
210.276000	6940.464483	22692.474091
210.312000	6937.177343	22707.976332
210.348000	6933.891288	22723.488824
210.384000	6930.606320	22739.011557
210.420000	6927.322441	22754.544521
210.456000	6924.039652	22770.087706
210.492000	6920.757956	22785.641103
210.528000	6917.477353	22801.204700
210.564000	6914.197846	22816.778489
210.600000	6910.919435	22832.362458
210.636000	6907.642123	22847.956597
210.672000	6904.365910	22863.560897
210.708000	6901.090799	22879.175345
210.744000	6897.816791	22894.799932
210.780000	6894.543888	22910.434647
210.816000	6891.272091	22926.079478
210.852000	6888.001401	22941.734416
210.888000	6884.731821	22957.399448
210.924000	6881.463351	22973.074564
210.960000	6878.195994	22988.759752
210.996000	6874.929750	23004.455001
211.032000	6871.664622	23020.160299
211.068000	6868.400611	23035.875635
211.104000	6865.137717	23051.600998
211.140000	6861.875944	23067.336374
211.176000	6858.615291	23083.081753
211.212000	6855.355762	23098.837123
211.248000	6852.097356	23114.602471
211.284000	6848.840076	23130.377784
211.320000	6845.583924	23146.163052
211.356000	6842.328900	23161.958260
211.392000	6839.075006	23177.763398
211.428000	6835.822243	23193.578451
211.464000	6832.570614	23209.403408
211.500000	6829.320118	23225.238255
211.536000	6826.070759	23241.082980
211.572000	6822.822537	23256.937569
211.608000	6819.575453	23272.802010
211.644000	6816.329510	23288.676288
211.680000	6813.084708	23304.560390
211.716000	6809.841049	23320.454304
211.752000	6806.598534	23336.358015
211.788000	6803.357165	23352.271509
211.824000	6800.116943	23368.194773
211.860000	6796.877870	23384.127793
211.896000	6793.639946	23400.070554
211.932000	6790.403174	23416.023043
211.968000	6787.167554	23431.985245
212.004000	6783.933088	23447.957146
212.040000	6780.699777	23463.938731
212.076000	6777.467623	23479.929985
212.112000	6774.236628	23495.930894
212.148000	6771.006791	23511.941443
212.184000	6767.778115	23527.961616
212.220000	6764.550602	23543.991399
212.256000	6761.324251	23560.030777
212.292000	6758.099066	23576.079734
212.328000	6754.875046	23592.138254
212.364000	6751.652194	23608.206323
212.400000	6748.430510	23624.283923
212.436000	6745.209996	23640.371040
212.472000	6741.990654	23656.467658
212.508000	6738.772484	23672.573760
212.544000	6735.555488	23688.689330
212.580000	6732.339667	23704.814352
212.616000	6729.125022	23720.948810
212.652000	6725.911556	23737.092686
212.688000	6722.699268	23753.245965
212.724000	6719.488160	23769.408629
212.760000	6716.278234	23785.580662
212.796000	6713.069490	23801.762046
212.832000	6709.861930	23817.952764
212.868000	6706.655556	23834.152799
212.904000	6703.450368	23850.362133
212.940000	6700.246368	23866.580750
212.976000	6697.043557	23882.808631
213.012000	6693.841936	23899.045758
213.048000	6690.641506	23915.292113
213.084000	6687.442269	23931.547679
213.120000	6684.244225	23947.812438
213.156000	6681.047377	23964.086370
213.192000	6677.851725	23980.369457
213.228000	6674.657270	23996.661682
213.264000	6671.464014	24012.963024
213.300000	6668.271957	24029.273466
213.336000	6665.081102	24045.592988
213.372000	6661.891449	24061.921571
213.408000	6658.702999	24078.259197
213.444000	6655.515753	24094.605845
213.480000	6652.329713	24110.961495
213.516000	6649.144880	24127.326130
213.552000	6645.961255	24143.699728
213.588000	6642.778839	24160.082269
213.624000	6639.597633	24176.473735
213.660000	6636.417639	24192.874104
213.696000	6633.238857	24209.283356
213.732000	6630.061289	24225.701471
213.768000	6626.884935	24242.128428
213.804000	6623.709798	24258.564206
213.840000	6620.535877	24275.008785
213.876000	6617.363175	24291.462144
213.912000	6614.191692	24307.924261
213.948000	6611.021429	24324.395115
213.984000	6607.852388	24340.874685
214.020000	6604.684569	24357.362948
214.056000	6601.517974	24373.859885
214.092000	6598.352603	24390.365472
214.128000	6595.188458	24406.879687
214.164000	6592.025541	24423.402509
214.200000	6588.863851	24439.933915
214.236000	6585.703390	24456.473883
214.272000	6582.544159	24473.022391
214.308000	6579.386159	24489.579414
214.344000	6576.229391	24506.144932
214.380000	6573.073857	24522.718920
214.416000	6569.919557	24539.301355
214.452000	6566.766492	24555.892215
214.488000	6563.614664	24572.491475
214.524000	6560.464072	24589.099113
214.560000	6557.314720	24605.715104
214.596000	6554.166606	24622.339425
214.632000	6551.019733	24638.972052
214.668000	6547.874102	24655.612960
214.704000	6544.729713	24672.262125
214.740000	6541.586567	24688.919522
214.776000	6538.444666	24705.585128
214.812000	6535.304010	24722.258917
214.848000	6532.164601	24738.940864
214.884000	6529.026439	24755.630944
214.920000	6525.889526	24772.329132
214.956000	6522.753862	24789.035403
214.992000	6519.619448	24805.749731
215.028000	6516.486286	24822.472090
215.064000	6513.354376	24839.202454
215.100000	6510.223719	24855.940798
215.136000	6507.094316	24872.687096
215.172000	6503.966169	24889.441320
215.208000	6500.839277	24906.203445
215.244000	6497.713643	24922.973444
215.280000	6494.589267	24939.751290
215.316000	6491.466149	24956.536956
215.352000	6488.344292	24973.330415
215.388000	6485.223695	24990.131640
215.424000	6482.104360	25006.940603
215.460000	6478.986287	25023.757277
215.496000	6475.869478	25040.581634
215.532000	6472.753934	25057.413646
215.568000	6469.639655	25074.253286
215.604000	6466.526642	25091.100524
215.640000	6463.414896	25107.955332
215.676000	6460.304418	25124.817682
215.712000	6457.195209	25141.687545
215.748000	6454.087270	25158.564893
215.784000	6450.980602	25175.449696
215.820000	6447.875205	25192.341924
215.856000	6444.771081	25209.241550
215.892000	6441.668230	25226.148542
215.928000	6438.566653	25243.062871
215.964000	6435.466351	25259.984509
216.000000	6432.367325	25276.913423
216.036000	6429.269576	25293.849584
216.072000	6426.173105	25310.792963
216.108000	6423.077911	25327.743527
216.144000	6419.983997	25344.701247
216.180000	6416.891364	25361.666092
216.216000	6413.800011	25378.638030
216.252000	6410.709940	25395.617030
216.288000	6407.621151	25412.603061
216.324000	6404.533646	25429.596092
216.360000	6401.447425	25446.596089
216.396000	6398.362489	25463.603023
216.432000	6395.278839	25480.616860
216.468000	6392.196476	25497.637568
216.504000	6389.115400	25514.665114
216.540000	6386.035612	25531.699467
216.576000	6382.957113	25548.740593
216.612000	6379.879905	25565.788460
216.648000	6376.803986	25582.843033
216.684000	6373.729359	25599.904280
216.720000	6370.656025	25616.972168
216.756000	6367.583983	25634.046662
216.792000	6364.513235	25651.127729
216.828000	6361.443781	25668.215334
216.864000	6358.375623	25685.309444
216.900000	6355.308760	25702.410023
216.936000	6352.243195	25719.517038
216.972000	6349.178926	25736.630454
217.008000	6346.115956	25753.750235
217.044000	6343.054285	25770.876347
217.080000	6339.993914	25788.008754
217.116000	6336.934843	25805.147420
217.152000	6333.877074	25822.292311
217.188000	6330.820606	25839.443389
217.224000	6327.765441	25856.600620
217.260000	6324.711579	25873.763966
217.296000	6321.659021	25890.933392
217.332000	6318.607768	25908.108860
217.368000	6315.557821	25925.290334
217.404000	6312.509179	25942.477777
217.440000	6309.461845	25959.671152
217.476000	6306.415818	25976.870421
217.512000	6303.371099	25994.075547
217.548000	6300.327690	26011.286492
217.584000	6297.285590	26028.503217
217.620000	6294.244800	26045.725686
217.656000	6291.205321	26062.953859
217.692000	6288.167154	26080.187699
217.728000	6285.130300	26097.427165
217.764000	6282.094758	26114.672220
217.800000	6279.060530	26131.922825
217.836000	6276.027616	26149.178939
217.872000	6272.996018	26166.440524
217.908000	6269.965735	26183.707540
217.944000	6266.936768	26200.979947
217.980000	6263.909118	26218.257705
218.016000	6260.882786	26235.540774
218.052000	6257.857772	26252.829112
218.088000	6254.834077	26270.122681
218.124000	6251.811702	26287.421438
218.160000	6248.790646	26304.725342
218.196000	6245.770911	26322.034353
218.232000	6242.752498	26339.348429
218.268000	6239.735407	26356.667528
218.304000	6236.719638	26373.991609
218.340000	6233.705192	26391.320629
218.376000	6230.692071	26408.654546
218.412000	6227.680273	26425.993317
218.448000	6224.669801	26443.336901
218.484000	6221.660654	26460.685254
218.520000	6218.652834	26478.038333
218.556000	6215.646340	26495.396094
218.592000	6212.641173	26512.758495
218.628000	6209.637335	26530.125492
218.664000	6206.634825	26547.497040
218.700000	6203.633644	26564.873096
218.736000	6200.633793	26582.253616
218.772000	6197.635272	26599.638554
218.808000	6194.638082	26617.027867
218.844000	6191.642224	26634.421509
218.880000	6188.647697	26651.819435
218.916000	6185.654503	26669.221599
218.952000	6182.662642	26686.627957
218.988000	6179.672114	26704.038463
219.024000	6176.682921	26721.453070
219.060000	6173.695062	26738.871733
219.096000	6170.708539	26756.294405
219.132000	6167.723351	26773.721039
219.168000	6164.739499	26791.151589
219.204000	6161.756985	26808.586007
219.240000	6158.775807	26826.024247
219.276000	6155.795968	26843.466261
219.312000	6152.817467	26860.912001
219.348000	6149.840305	26878.361420
219.384000	6146.864482	26895.814469
219.420000	6143.889999	26913.271101
219.456000	6140.916857	26930.731266
219.492000	6137.945055	26948.194915
219.528000	6134.974595	26965.662001
219.564000	6132.005477	26983.132474
219.600000	6129.037701	27000.606284
219.636000	6126.071268	27018.083382
219.672000	6123.106179	27035.563718
219.708000	6120.142433	27053.047243
219.744000	6117.180032	27070.533905
219.780000	6114.218976	27088.023654
219.816000	6111.259264	27105.516440
219.852000	6108.300899	27123.012212
219.888000	6105.343880	27140.510919
219.924000	6102.388208	27158.012509
219.960000	6099.433882	27175.516930
219.996000	6096.480905	27193.024132
220.032000	6093.529275	27210.534062
220.068000	6090.578994	27228.046667
220.104000	6087.630062	27245.561896
220.140000	6084.682479	27263.079696
220.176000	6081.736247	27280.600013
220.212000	6078.791364	27298.122795
220.248000	6075.847832	27315.647988
220.284000	6072.905652	27333.175540
220.320000	6069.964823	27350.705395
220.356000	6067.025346	27368.237500
220.392000	6064.087221	27385.771801
220.428000	6061.150450	27403.308243
220.464000	6058.215031	27420.846772
220.500000	6055.280967	27438.387332
220.536000	6052.348256	27455.929869
220.572000	6049.416900	27473.474327
220.608000	6046.486899	27491.020651
220.644000	6043.558253	27508.568784
220.680000	6040.630963	27526.118671
220.716000	6037.705030	27543.670256
220.752000	6034.780452	27561.223481
220.788000	6031.857232	27578.778290
220.824000	6028.935369	27596.334627
220.860000	6026.014863	27613.892434
220.896000	6023.095716	27631.451653
220.932000	6020.177927	27649.012227
220.968000	6017.261496	27666.574098
221.004000	6014.346425	27684.137207
221.040000	6011.432714	27701.701498
221.076000	6008.520363	27719.266910
221.112000	6005.609371	27736.833385
221.148000	6002.699741	27754.400864
221.184000	5999.791471	27771.969288
221.220000	5996.884563	27789.538597
221.256000	5993.979017	27807.108732
221.292000	5991.074832	27824.679631
221.328000	5988.172010	27842.251236
221.364000	5985.270551	27859.823486
221.400000	5982.370455	27877.396320
221.436000	5979.471723	27894.969677
221.472000	5976.574354	27912.543496
221.508000	5973.678349	27930.117715
221.544000	5970.783709	27947.692273
221.580000	5967.890433	27965.267108
221.616000	5964.998523	27982.842159
221.652000	5962.107978	28000.417361
221.688000	5959.218798	28017.992654
221.724000	5956.330985	28035.567973
221.760000	5953.444538	28053.143257
221.796000	5950.559458	28070.718441
221.832000	5947.675745	28088.293462
221.868000	5944.793399	28105.868257
221.904000	5941.912420	28123.442762
221.940000	5939.032810	28141.016911
221.976000	5936.154567	28158.590641
222.012000	5933.277694	28176.163886
222.048000	5930.402188	28193.736583
222.084000	5927.528052	28211.308665
222.120000	5924.655286	28228.880068
222.156000	5921.783889	28246.450725
222.192000	5918.913862	28264.020570
222.228000	5916.045205	28281.589538
222.264000	5913.177918	28299.157562
222.300000	5910.312002	28316.724574
222.336000	5907.447458	28334.290510
222.372000	5904.584284	28351.855300
222.408000	5901.722482	28369.418878
222.444000	5898.862052	28386.981177
222.480000	5896.002994	28404.542127
222.516000	5893.145308	28422.101662
222.552000	5890.288995	28439.659712
222.588000	5887.434054	28457.216210
222.624000	5884.580487	28474.771086
222.660000	5881.728293	28492.324271
222.696000	5878.877472	28509.875696
222.732000	5876.028026	28527.425291
222.768000	5873.179953	28544.972987
222.804000	5870.333255	28562.518713
222.840000	5867.487931	28580.062399
222.876000	5864.643981	28597.603974
222.912000	5861.801407	28615.143368
222.948000	5858.960208	28632.680510
222.984000	5856.120385	28650.215328
223.020000	5853.281937	28667.747751
223.056000	5850.444865	28685.277707
223.092000	5847.609169	28702.805123
223.128000	5844.774849	28720.329929
223.164000	5841.941905	28737.852050
223.200000	5839.110339	28755.371415
223.236000	5836.280149	28772.887951
223.272000	5833.451337	28790.401583
223.308000	5830.623901	28807.912239
223.344000	5827.797844	28825.419845
223.380000	5824.973164	28842.924326
223.416000	5822.149861	28860.425609
223.452000	5819.327937	28877.923620
223.488000	5816.507391	28895.418282
223.524000	5813.688224	28912.909522
223.560000	5810.870435	28930.397264
223.596000	5808.054026	28947.881433
223.632000	5805.238995	28965.361953
223.668000	5802.425343	28982.838748
223.704000	5799.613071	29000.311741
223.740000	5796.802178	29017.780857
223.776000	5793.992665	29035.246018
223.812000	5791.184531	29052.707148
223.848000	5788.377778	29070.164170
223.884000	5785.572405	29087.617005
223.920000	5782.768412	29105.065577
223.956000	5779.965800	29122.509807
223.992000	5777.164569	29139.949617
224.028000	5774.364718	29157.384929
224.064000	5771.566248	29174.815664
224.100000	5768.769159	29192.241743
224.136000	5765.973452	29209.663087
224.172000	5763.179126	29227.079616
224.208000	5760.386181	29244.491252
224.244000	5757.594619	29261.897913
224.280000	5754.804438	29279.299520
224.316000	5752.015639	29296.695993
224.352000	5749.228222	29314.087250
224.388000	5746.442187	29331.473211
224.424000	5743.657534	29348.853795
224.460000	5740.874264	29366.228920
224.496000	5738.092377	29383.598505
224.532000	5735.311872	29400.962468
224.568000	5732.532751	29418.320727
224.604000	5729.755012	29435.673199
224.640000	5726.978656	29453.019801
224.676000	5724.203683	29470.360452
224.712000	5721.430094	29487.695067
224.748000	5718.657888	29505.023564
224.784000	5715.887065	29522.345858
224.820000	5713.117626	29539.661867
224.856000	5710.349571	29556.971506
224.892000	5707.582899	29574.274690
224.928000	5704.817611	29591.571335
224.964000	5702.053708	29608.861357
225.000000	5699.291188	29626.144670
225.036000	5696.530053	29643.421188
225.072000	5693.770302	29660.690828
225.108000	5691.011935	29677.953501
225.144000	5688.254952	29695.209124
225.180000	5685.499354	29712.457608
225.216000	5682.745141	29729.698869
225.252000	5679.992312	29746.932819
225.288000	5677.240868	29764.159371
225.324000	5674.490809	29781.378437
225.360000	5671.742134	29798.589932
225.396000	5668.994845	29815.793766
225.432000	5666.248940	29832.989851
225.468000	5663.504421	29850.178101
225.504000	5660.761287	29867.358425
225.540000	5658.019538	29884.530736
225.576000	5655.279174	29901.694945
225.612000	5652.540195	29918.850962
225.648000	5649.802602	29935.998698
225.684000	5647.066394	29953.138064
225.720000	5644.331572	29970.268969
225.756000	5641.598135	29987.391324
225.792000	5638.866083	30004.505038
225.828000	5636.135418	30021.610021
225.864000	5633.406138	30038.706182
225.900000	5630.678243	30055.793429
225.936000	5627.951734	30072.871672
225.972000	5625.226611	30089.940820
226.008000	5622.502874	30107.000779
226.044000	5619.780523	30124.051459
226.080000	5617.059557	30141.092767
226.116000	5614.339977	30158.124610
226.152000	5611.621783	30175.146897
226.188000	5608.904975	30192.159534
226.224000	5606.189553	30209.162428
226.260000	5603.475517	30226.155485
226.296000	5600.762867	30243.138613
226.332000	5598.051603	30260.111716
226.368000	5595.341724	30277.074702
226.404000	5592.633232	30294.027476
226.440000	5589.926126	30310.969943
226.476000	5587.220406	30327.902009
226.512000	5584.516072	30344.823579
226.548000	5581.813124	30361.734557
226.584000	5579.111561	30378.634848
226.620000	5576.411385	30395.524357
226.656000	5573.712595	30412.402987
226.692000	5571.015191	30429.270642
226.728000	5568.319173	30446.127227
226.764000	5565.624541	30462.972645
226.800000	5562.931295	30479.806798
226.836000	5560.239435	30496.629590
226.872000	5557.548961	30513.440924
226.908000	5554.859873	30530.240702
226.944000	5552.172171	30547.028826
226.980000	5549.485855	30563.805199
227.016000	5546.800924	30580.569723
227.052000	5544.117380	30597.322300
227.088000	5541.435221	30614.062830
227.124000	5538.754449	30630.791215
227.160000	5536.075062	30647.507356
227.196000	5533.397060	30664.211154
227.232000	5530.720445	30680.902510
227.268000	5528.045215	30697.581323
227.304000	5525.371371	30714.247495
227.340000	5522.698912	30730.900925
227.376000	5520.027840	30747.541513
227.412000	5517.358152	30764.169158
